review_id,customer_id,product_id,rating,review_text,review_date
R00990,C0227,P0051,5, Terrible experience ,2024-03-18
R00991,C0367,P0028,2,product is okay,2024-06-06
R00992,C0294,P0003,3, Good product ,2023-11-21
R00993,C0304,P0022,4,product is okay,2025-09-24
R00994,C0408,P0044,4,bad product,2024-02-20
R00995,C0371,P0085,4,very good quality,2024-10-11
R00996,C0500,P0021,2,Very good quality,2025-05-23
R00997,C0377,P0001,4, Poor packaging ,2025-04-17
R00998,C0011,P0049,1, Not worth the price ,2024-10-11
R00999,C0319,P0058,4,Poor packaging,2023-11-24
R01000,C0067,P0095,5, Fast delivery ,2025-05-13
R01001,C0067,P0097,4,amazing product,2024-03-23
R01002,C0169,P0033,4,will buy again,2023-03-27
R01003,C0154,P0093,5,AVERAGE QUALITY,2024-11-20
R01004,C0120,P0074,1,POOR PACKAGING,2025-03-28
R01005,C0453,P0026,3,WILL BUY AGAIN,2024-06-03
R01006,C0486,P0050,4,amazing product,2023-02-16
R01007,C0132,P0038,4,Amazing product,2025-12-23
R01008,C0023,P0018,4,amazing product,2025-04-08
R01009,C0116,P0024,5,PRODUCT IS OKAY,2024-04-01
R01010,C0177,P0085,0, Excellent ,2023-02-15
R01011,C0239,P0077,4,TERRIBLE EXPERIENCE,2023-08-02
R01012,C0408,P0038,5,Will buy again,2025-12-15
R01013,C0265,P0055,5, Good product ,2023-06-05
R01014,C0264,P0091,4,TERRIBLE EXPERIENCE,2024-04-07
R01015,C0123,,5, Terrible experience ,2024-10-14
R01016,C0311,P0068,2,BAD PRODUCT,2024-05-30
R01017,C0386,P0012,4,Poor packaging,2024-03-03
R01018,C0255,P0072,3, Poor packaging ,2023-08-10
R01019,C0252,P0097,4,will buy again,2024-09-21
R01020,C0180,P0004,3, I love this product ,2024-09-23
R01021,C0433,P0018,3,good product,2024-02-14
R01022,C0423,P0087,5, Good product ,24/04/2023
R01023,C0220,P0058,4,I love this product,2024-11-12
R01024,C0018,P0100,4, Fast delivery ,2024-01-25
R01025,C0164,P0062,5,TERRIBLE EXPERIENCE,2025-02-24
R01026,C0334,P0029,5, Not worth the price ,2025-07-15
R01027,C0200,P0009,3,AVERAGE QUALITY,2024-01-06
R01028,C0242,P0036,5, Very good quality ,2024-12-30
R01029,C0048,P0056,5, Will buy again ,2024-04-03
R01030,C0162,P0056,3,Not worth the price,2023-05-12
R01031,C0261,P0099,5, Terrible experience ,2023-11-17
R01032,C0136,P0084,5,Excellent,2025-05-03
R01033,C0176,P0010,4,i love this product,2025-12-16
R01034,C0231,P0088,3,FAST DELIVERY,2025-10-11
R01035,C0031,P0098,4,NOT WORTH THE PRICE,2023-05-20
R01036,C0468,P0051,3,good product,2023-06-13
R01037,C0131,P0099,4,VERY GOOD QUALITY,2025-02-12
R01038,C0460,P0093,4,Good product,2023-05-06
R01039,C0302,P0020,5,Fast delivery,2025-04-24
R01040,C0405,P0026,5,product is okay,2024-11-06
R01041,C0336,P0055,5,BAD PRODUCT,2025-07-02
R01042,C0321,P0072,4,I LOVE THIS PRODUCT,2025-09-05
R01043,C0169,P0034,4,GOOD PRODUCT,2023-10-02
R01044,,P0061,3,TERRIBLE EXPERIENCE,2023-09-06
R01045,,P0025,4,I love this product,2024-07-12
R01046,C0004,P0100,5,bad product,2025-12-24
R01047,C0084,P0054,5,FAST DELIVERY,02/06/2025
R01048,C0093,P0073,5,Excellent,2025-02-09
R01049,C0199,P0023,4,I LOVE THIS PRODUCT,2025-01-27
R01050,C0175,P0087,5,,2023-01-29
R01051,C0157,P0075,3, product is okay ,2025-11-10
R01052,C0497,P0074,5,excellent,2025-07-08
R01053,C0184,P0043,4,EXCELLENT,2025-03-28
R01054,C0322,P0022,5,BAD PRODUCT,2023-04-11
R01055,C0135,P0057,5,Good product,2024-11-10
R01056,C0134,P0064,3,Not worth the price,2025-01-03
R01057,C0363,P0090,4, Excellent ,2023-01-23
R01058,C0288,P0094,2,product is okay,2025-08-17
R01059,C0354,P0078,0, Bad product ,2025-07-02
R01060,C0440,P0031,2,Poor packaging,09/11/2024
R01061,C0076,P0067,5, I love this product ,2023-05-09
R01062,C0181,P0099,5,WILL BUY AGAIN,2025-11-26
R01063,C0334,P0084,3,Terrible experience,2024-06-29
R01064,C0068,P0075,3,AMAZING PRODUCT,2025-08-12
R01065,C0123,P0071,5,FAST DELIVERY,2024-09-28
R01066,C0434,P0023,3,TERRIBLE EXPERIENCE,2024-07-28
R01067,C0316,P0099,2,average quality,2023-01-16
R01068,C0218,P0066,4,poor packaging,2025-02-27
R01069,C0456,P0081,5, Amazing product ,2023-04-06
R01070,C0232,P0052,4,EXCELLENT,2024-06-06
R01071,C0090,P0063,5,bad product,2024-09-21
R01072,C0239,P0014,4,Very good quality,2024-12-19
R01073,C0234,P0025,4,I love this product,2023-06-24
R01074,C0209,P0016,4,NOT WORTH THE PRICE,2023-11-18
R01075,C0251,P0028,2, Not worth the price ,2025-08-28
R01076,C0121,P0095,5,Poor packaging,2025-10-11
R01077,C0150,P0003,3,WILL BUY AGAIN,2024-03-17
R01078,C0292,P0089,5, Very good quality ,2025-03-25
R01079,C0444,P0100,-2,Will buy again,2023-09-04
R01080,C0160,P0096,4, product is okay ,2025-03-24
R01081,C0280,P0067,5,WILL BUY AGAIN,2025-06-02
R01082,C0473,P0051,4,Bad product,2023-06-05
R01083,C0093,P0040,4,,2024-01-07
R01084,C0253,P0052,2, product is okay ,2025-05-17
R01085,C0352,P0059,4,very good quality,2025-03-14
R01086,C0048,P0082,5,average quality,2025-11-28
R01087,C0184,P0059,5, Amazing product ,2023-10-16
R01088,C0275,P0048,4, Will buy again ,2023-12-20
R01089,C0162,P0020,3,AMAZING PRODUCT,2025-10-26
R01090,C0014,P0080,2,Excellent,
R01091,C0115,P0100,5,I love this product,04/05/2024
R01092,C0138,P0017,3,average quality,2025-09-06
R01093,C0419,P0097,5,VERY GOOD QUALITY,2023-05-15
R01094,C0162,P0067,6,Bad product,2024-01-06
R01095,C0286,P0015,5, Amazing product ,2024-11-13
R01096,C0048,P0078,2,Good product,2025-07-12
R01097,C0223,P0059,5,I love this product,2025-05-25
R01098,C0311,P0026,5,Very good quality,2024-03-05
R01099,C0435,P0051,2, Average quality ,2024-10-02
R01100,C0101,P0025,3,Not worth the price,2024-08-29
R01101,C0166,P0002,3,EXCELLENT,2025-01-08
R01102,,P0095,3, Will buy again ,2023-12-25
R01103,C0046,P0005,5,Very good quality,2023-11-25
R01104,C0154,P0090,4,NOT WORTH THE PRICE,2025-07-12
R01105,C0439,P0077,4,VERY GOOD QUALITY,2024-08-21
R01106,C0343,P0078,4,Fast delivery,2025-07-08
R01107,C0120,P0013,4,WILL BUY AGAIN,2025-09-10
R01108,C0220,P0069,1,PRODUCT IS OKAY,2023-09-15
R01109,C0101,P0024,4,Good product,2023-05-18
R01110,C0411,P0028,5,FAST DELIVERY,2024-09-19
R01111,C0412,P0025,4,TERRIBLE EXPERIENCE,2025-03-22
R01112,C0316,P0066,5,POOR PACKAGING,2024-04-16
R01113,C0222,P0031,4,not worth the price,2024-09-07
R01114,C0160,P0093,5, Average quality ,2025-11-05
R01115,C0016,P0085,5,not worth the price,2024-02-02
R01116,C0402,P0053,5, I love this product ,2024-01-31
R01117,C0325,P0004,4,Not worth the price,
R01118,C0445,P0075,3, Average quality ,2023-10-28
R01119,C0443,P0018,5,terrible experience,2023-06-06
R01120,C0425,P0023,2, Average quality ,2025-07-04
R01121,C0109,P0083,3, Terrible experience ,2024-11-29
R01122,C0309,P0085,2,I love this product,2023-12-14
R01123,C0297,P0095,2,Excellent,2025-10-26
R01124,C0448,P0016,4,VERY GOOD QUALITY,2023-10-11
R01125,C0111,P0066,5,bad product,2025-10-31
R01126,C0388,P0077,3,Good product,2023-08-03
R01127,C0002,P0100,4, product is okay ,2025-01-22
R01128,C0482,P0039,5,I LOVE THIS PRODUCT,2025-05-22
R01129,C0287,P0097,2,good product,2025-03-06
R01130,C0487,P0031,4, Good product ,2024-09-27
R01131,C0438,P0004,5,good product,2024-10-31
R01132,C0357,P0035,5,not worth the price,2025-12-02
R01133,C0412,P0090,1,Terrible experience,2024-02-15
R01134,C0446,P0036,2,Excellent,2024-05-07
R01135,C0469,P0046,4, I love this product ,2024-06-20
R01136,C0053,P0095,3,Very good quality,2023-09-03
R01137,C0177,P0035,5,,11/11/2024
R01138,C0379,P0084,5, product is okay ,2023-09-24
R01139,C0389,P0088,4,,2023-08-09
R01140,C0432,P0080,5,TERRIBLE EXPERIENCE,2023-04-07
R01141,C0035,P0031,5,NOT WORTH THE PRICE,2024-08-22
R01142,C0330,P0054,2,Fast delivery,2023-09-21
R01143,C0431,P0048,1,amazing product,2024-09-11
R01144,C0105,P0051,4,Good product,2023-02-25
R01145,C0039,P0054,5,Poor packaging,2023-01-28
R01146,C0043,P0044,2, product is okay ,2024-03-19
R01147,C0214,P0003,5,Amazing product,2025-02-27
R01148,C0312,P0039,4,FAST DELIVERY,2024-02-05
R01149,C0459,P0078,5,,2024-03-01
R01150,C0002,P0075,2,Not worth the price,2023-03-10
R01151,C0191,P0026,5,Fast delivery,2024-02-17
R01152,C0499,P0004,5,Fast delivery,2024-03-27
R01153,C0395,P0045,3, Not worth the price ,2023-12-20
R01154,C0347,P0072,5,poor packaging,2023-02-05
R01155,C0154,P0077,5,i love this product,2023-03-30
R01156,C0142,P0071,3,Will buy again,2024-11-07
R01157,C0050,P0088,4,Not worth the price,2024-03-06
R01158,C0145,P0005,3,fast delivery,2025-07-11
R01159,C0345,P0038,5, Very good quality ,2023-06-14
R01160,C0290,P0027,5, Fast delivery ,2024-02-12
R01161,C0321,P0001,4,excellent,2025-11-16
R01162,C0297,P0010,5,will buy again,22/03/2025
R01163,C0205,P0064,5, I love this product ,2023-02-24
R01164,C0348,P0047,5,bad product,2023-05-29
R01165,C0468,P0043,5,product is okay,2025-10-29
R01166,C0194,P0068,5,will buy again,2023-03-29
R01167,C0097,P0078,3, Average quality ,2023-10-23
R01168,C0017,P0066,5,product is okay,2025-12-23
R01169,C0074,P0042,5, Terrible experience ,2024-10-26
R01170,C0405,P0026,4,AMAZING PRODUCT,2023-04-03
R01171,C0013,P0028,3,I love this product,2025-08-23
R01172,C0043,P0020,3,GOOD PRODUCT,2025-01-24
R01173,C0405,P0072,5,not worth the price,2024-09-18
R01174,C0106,P0089,4,good product,2025-07-24
R01175,C0235,P0071,3, Very good quality ,2024-01-22
R01176,C0012,P0093,3,Amazing product,2024-12-15
R01177,C0061,P0036,5,GOOD PRODUCT,2024-10-16
R01178,C0037,P0071,2,Very good quality,2024-05-12
R01179,C0364,P0050,5,VERY GOOD QUALITY,2025-10-09
R01180,C0002,P0005,5, Average quality ,2025-11-20
R01181,C0156,P0094,5,product is okay,2023-08-12
R01182,C0395,P0095,5,BAD PRODUCT,2024-01-29
R01183,C0260,P0014,5,good product,2024-08-05
R01184,C0085,P0041,5,FAST DELIVERY,2024-05-24
R01185,C0198,P0019,5,fast delivery,2025-01-09
R01186,C0140,P0035,4,very good quality,2023-11-15
R01187,C0367,P0098,5, Will buy again ,2025-07-01
R01188,C0467,P0008,2,AMAZING PRODUCT,2024-01-26
R01189,C0063,P0043,5,BAD PRODUCT,2024-06-07
R01190,C0413,P0056,2,very good quality,2023-08-15
R01191,C0436,P0040,2,Poor packaging,2024-04-24
R01192,C0385,P0091,3,GOOD PRODUCT,2025-04-11
R01193,C0476,P0097,5,bad product,2025-04-22
R01194,C0068,P0016,5, Not worth the price ,2025-04-25
R01195,C0289,P0039,5,,2023-06-30
R01196,C0433,P0082,5,GOOD PRODUCT,2023-01-04
R01197,C0085,P0091,2,EXCELLENT,2024-03-25
R01198,C0012,P0016,5,Not worth the price,2025-07-20
R01199,C0196,P0044,4,fast delivery,2025-03-10
R01200,C0464,P0032,5,BAD PRODUCT,2024-03-29
R01201,C0332,P0025,4, Not worth the price ,2025-10-31
R01202,C0151,P0031,4,AVERAGE QUALITY,2024-07-30
R01203,C0087,P0023,4,terrible experience,2025-10-31
R01204,C0250,P0034,1, product is okay ,2023-04-25
R01205,C0103,P0066,4,product is okay,2023-01-28
R01206,C0315,P0048,4, Good product ,07/07/2024
R01207,C0329,P0009,3,Not worth the price,2024-04-18
R01208,C0170,P0058,4,I love this product,2024-01-02
R01209,C0359,P0065,2, I love this product ,2024-01-14
R01210,C0489,P0016,4,good product,2025-02-02
R01211,C0470,P0045,5, Will buy again ,2025-08-01
R01212,C0294,P0066,5,WILL BUY AGAIN,2023-06-22
R01213,,P0012,4,Poor packaging,2024-09-30
R01214,C0368,P0048,5,BAD PRODUCT,2025-05-18
R01215,C0321,P0041,3,Bad product,2023-10-10
R01216,C0102,P0017,2,POOR PACKAGING,2024-09-17
R01217,C0398,P0068,3,i love this product,2023-12-18
R01218,C0031,P0085,4,Bad product,2023-02-16
R01219,C0317,P0010,5, product is okay ,2025-07-28
R01220,C0197,P0041,5,TERRIBLE EXPERIENCE,2023-08-06
R01221,C0125,P0093,5,Average quality,2023-10-26
R01222,C0321,P0043,1,I love this product,2025-11-22
R01223,C0126,P0014,5,Average quality,2025-01-13
R01224,C0443,P0049,5,bad product,2025-02-02
R01225,C0112,P0008,3, Bad product ,2024-07-28
R01226,C0113,P0003,5,GOOD PRODUCT,2023-08-25
R01227,C0034,P0037,2, Not worth the price ,2024-09-11
R01228,C0095,P0011,5,AVERAGE QUALITY,2024-05-23
R01229,C0245,P0065,4,product is okay,2023-02-26
R01230,C0191,P0043,5,product is okay,2023-10-10
R01231,C0457,P0062,10,I LOVE THIS PRODUCT,2023-02-18
R01232,C0065,P0055,5,GOOD PRODUCT,2024-09-18
R01233,C0205,P0080,4,product is okay,2025-08-26
R01234,C0377,P0067,5, I love this product ,2024-01-12
R01235,C0344,P0076,4,Not worth the price,2024-09-18
R01236,C0109,P0045,2,Good product,2025-07-06
R01237,C0403,P0038,5, Amazing product ,2025-02-17
R01238,C0359,P0058,4,will buy again,2025-04-05
R01239,C0290,P0053,3,poor packaging,2023-02-23
R01240,C0227,P0015,5,very good quality,2024-08-01
R01241,C0025,P0085,4,terrible experience,2024-12-30
R01242,C0066,P0006,5,VERY GOOD QUALITY,2023-05-16
R01243,C0432,P0062,3,terrible experience,2023-01-17
R01244,C0073,P0017,5,WILL BUY AGAIN,2025-01-26
R01245,C0372,P0029,5, Excellent ,2023-10-11
R01246,C0283,P0011,3,terrible experience,2024-09-15
R01247,C0058,P0053,3,VERY GOOD QUALITY,2025-06-02
R01248,C0379,P0080,5,PRODUCT IS OKAY,2025-08-23
R01249,C0158,P0053,4,AMAZING PRODUCT,2025-09-23
R01250,C0059,P0015,1,amazing product,2025-12-15
R01251,C0297,P0043,5,very good quality,2023-08-14
R01252,C0253,P0070,2,I LOVE THIS PRODUCT,2023-09-20
R01253,C0031,P0026,3,I love this product,2023-08-29
R01254,C0189,P0067,4, Not worth the price ,2023-01-22
R01255,C0155,P0017,3,EXCELLENT,2025-04-05
R01256,C0371,P0039,5, Fast delivery ,2025-11-09
R01257,C0147,P0092,4,NOT WORTH THE PRICE,2024-02-27
R01258,C0416,P0036,4,i love this product,2025-10-14
R01259,C0014,P0067,4,PRODUCT IS OKAY,2023-02-17
R01260,C0356,P0059,4, product is okay ,2023-05-15
R01261,C0500,P0064,2, Poor packaging ,
R01262,C0143,P0007,5,GOOD PRODUCT,2023-11-16
R01263,C0423,P0034,5, Terrible experience ,2025-11-08
R01264,C0088,P0036,5,AVERAGE QUALITY,2024-04-18
R01265,C0423,P0027,4,NOT WORTH THE PRICE,2025-03-09
R01266,C0027,P0037,4,Average quality,2025-03-24
R01267,C0377,P0059,5,very good quality,2023-09-02
R01268,C0039,P0053,4,VERY GOOD QUALITY,2025-12-13
R01269,C0251,P0092,3, I love this product ,2024-03-27
R01270,C0229,P0060,4,average quality,2025-05-05
R01271,C0266,P0095,4,average quality,2025-02-06
R01272,C0237,P0031,5, Will buy again ,2024-05-11
R01273,C0328,P0014,5, product is okay ,2025-11-23
R01274,C0463,P0067,5, Very good quality ,2024-10-12
R01275,C0168,P0037,4, Very good quality ,2024-03-13
R01276,C0142,P0081,5,TERRIBLE EXPERIENCE,2024-12-21
R01277,C0225,P0077,4, I love this product ,2023-03-03
R01278,C0308,P0093,5,Good product,2025-09-02
R01279,C0329,P0008,5,average quality,2025-02-03
R01280,C0108,P0004,4,Good product,2023-05-26
R01281,C0054,P0100,4,Average quality,2023-08-02
R01282,C0089,P0045,3,Amazing product,2023-12-26
R01283,C0094,P0074,2,product is okay,2025-01-01
R01284,C0354,P0017,4,average quality,18/04/2023
R01285,C0176,P0083,4,product is okay,29/11/2023
R01286,C0430,P0014,4,i love this product,2025-08-18
R01287,C0273,P0046,4,not worth the price,2024-10-18
R01288,C0333,P0052,3, Average quality ,2023-11-15
R01289,C0384,P0035,5,EXCELLENT,15/06/2025
R01290,C0259,P0096,4,bad product,2023-11-12
R01291,C0066,P0007,1,AVERAGE QUALITY,2023-05-30
R01292,C0150,P0074,1,not worth the price,2023-03-27
R01293,C0193,P0044,4,Bad product,2023-05-07
R01294,C0449,P0088,5,VERY GOOD QUALITY,2024-07-24
R01295,C0215,P0007,4,AMAZING PRODUCT,2025-04-22
R01296,C0119,P0057,4,bad product,2025-02-04
R01297,C0294,P0031,1,,2023-08-29
R01298,C0176,P0050,5,WILL BUY AGAIN,2024-02-04
R01299,C0031,P0048,5,WILL BUY AGAIN,2023-01-03
R01300,C0178,P0006,4, Not worth the price ,2025-03-06
R01301,C0059,P0087,5,WILL BUY AGAIN,2024-11-18
R01302,C0267,P0033,5,average quality,2024-12-20
R01303,C0204,P0033,2, Amazing product ,2024-06-25
R01304,C0464,P0096,2,good product,2023-03-10
R01305,C0347,P0022,5,good product,2025-02-07
R01306,C0383,P0005,4,AVERAGE QUALITY,2023-04-30
R01307,C0211,P0019,5,excellent,2024-01-17
R01308,C0186,P0016,2,WILL BUY AGAIN,2025-08-12
R01309,C0309,P0049,4,I LOVE THIS PRODUCT,2024-01-02
R01310,C0209,P0004,5,fast delivery,2025-12-07
R01311,C0120,P0011,4,Average quality,2024-03-09
R01312,C0092,P0023,3,good product,2025-10-11
R01313,C0462,P0037,5,EXCELLENT,2023-06-11
R01314,C0024,P0059,5,i love this product,2023-12-11
R01315,C0288,P0060,3,AVERAGE QUALITY,2024-11-11
R01316,C0291,P0025,5,will buy again,2025-03-30
R01317,C0151,P0022,4,Poor packaging,2025-03-25
R01318,C0249,P0100,1,NOT WORTH THE PRICE,2025-08-22
R01319,C0272,P0058,5,Excellent,2025-10-26
R01320,C0265,P0008,5, Very good quality ,2023-08-01
R01321,C0106,P0005,2,product is okay,2024-12-17
R01322,C0479,P0075,3,BAD PRODUCT,2024-03-01
R01323,C0187,P0022,4, Bad product ,2024-03-06
R01324,C0172,P0006,4, Average quality ,2024-08-09
R01325,C0411,P0004,5,Not worth the price,2024-05-10
R01326,C0136,P0036,5, Poor packaging ,2025-03-28
R01327,C0210,P0005,4,average quality,2023-08-13
R01328,C0366,P0022,5,NOT WORTH THE PRICE,03/08/2023
R01329,C0381,P0047,4, Fast delivery ,2024-09-28
R01330,C0300,P0032,2,Excellent,2025-08-18
R01331,C0062,P0039,2,PRODUCT IS OKAY,2025-02-19
R01332,C0198,P0079,2, Will buy again ,2023-03-13
R01333,C0343,P0049,4,VERY GOOD QUALITY,2023-04-14
R01334,C0313,P0055,3, product is okay ,2025-01-21
R01335,C0043,P0076,3,Will buy again,2023-04-02
R01336,C0136,P0026,5,I love this product,2025-08-10
R01337,C0086,P0080,5,product is okay,2025-04-28
R01338,C0450,P0005,4,Fast delivery,2023-01-22
R01339,C0212,P0100,3,Bad product,2024-05-01
R01340,C0419,P0024,5,terrible experience,2024-07-15
R01341,C0138,P0099,4,Fast delivery,2025-03-24
R01342,C0276,P0098,1,fast delivery,2023-06-26
R01343,C0304,P0005,2,not worth the price,2024-10-17
R01344,C0375,P0031,5,Bad product,2024-01-17
R01345,C0249,P0078,5,very good quality,2023-08-25
R01346,C0252,P0066,2,fast delivery,2023-08-22
R01347,C0309,P0092,3,BAD PRODUCT,2025-07-19
R01348,C0496,P0075,3,VERY GOOD QUALITY,2025-04-10
R01349,C0484,P0018,5,Terrible experience,2023-10-26
R01350,C0435,P0078,3,bad product,2024-12-14
R01351,C0132,P0010,3,Poor packaging,2025-06-26
R01352,C0441,P0062,4, Not worth the price ,2023-06-27
R01353,C0192,P0087,4,i love this product,2023-11-28
R01354,C0133,P0047,3,poor packaging,2025-12-01
R01355,C0449,P0031,5,not worth the price,2025-06-05
R01356,C0300,P0072,1,excellent,2024-04-26
R01357,C0145,P0007,5,POOR PACKAGING,2024-02-16
R01358,C0411,P0025,5,I LOVE THIS PRODUCT,2025-11-13
R01359,C0436,P0082,3,Very good quality,2024-12-21
R01360,C0296,P0024,5,NOT WORTH THE PRICE,2025-04-29
R01361,C0196,P0083,4,poor packaging,2023-02-18
R01362,C0012,P0062,4,amazing product,2025-01-26
R01363,C0123,P0007,4, Good product ,2023-04-12
R01364,C0074,P0063,3,fast delivery,2023-01-28
R01365,C0355,P0053,5,product is okay,2023-02-02
R01366,C0448,P0001,4, Amazing product ,2023-11-15
R01367,C0121,P0029,4,i love this product,2023-06-28
R01368,C0350,P0015,3,Excellent,2025-08-25
R01369,C0422,P0023,4,I LOVE THIS PRODUCT,2024-04-11
R01370,C0324,P0019,4,PRODUCT IS OKAY,2025-04-14
R01371,C0361,P0065,5,AMAZING PRODUCT,2024-07-24
R01372,C0168,P0034,5,bad product,18/10/2025
R01373,C0380,P0017,5, Amazing product ,2024-05-19
R01374,C0390,P0032,5,Not worth the price,2025-11-12
R01375,C0386,P0040,3,GOOD PRODUCT,2025-08-23
R01376,C0470,P0066,3,Very good quality,2024-12-08
R01377,C0054,P0081,5,PRODUCT IS OKAY,2025-05-02
R01378,C0341,P0065,5,GOOD PRODUCT,2025-11-02
R01379,C0016,P0077,5,Poor packaging,2023-05-08
R01380,C0320,P0027,3, Excellent ,2025-03-17
R01381,C0225,P0019,5, Average quality ,2024-09-10
R01382,C0066,P0024,4, I love this product ,2025-01-06
R01383,C0070,P0050,5, I love this product ,2024-04-21
R01384,C0354,P0091,5,Will buy again,2025-09-18
R01385,C0459,P0019,3,Very good quality,2024-10-07
R01386,C0122,P0019,5,Fast delivery,2023-04-13
R01387,C0201,P0080,5,AMAZING PRODUCT,2024-01-20
R01388,C0096,P0073,5,I love this product,2024-06-03
R01389,C0044,P0091,4,product is okay,2025-03-19
R01390,C0360,P0100,4,terrible experience,2023-05-21
R01391,C0280,P0052,4, Bad product ,2024-08-29
R01392,C0402,P0042,5,VERY GOOD QUALITY,2024-04-05
R01393,C0218,P0055,3,will buy again,2023-01-10
R01394,C0487,P0044,5,i love this product,2024-10-24
R01395,C0329,P0074,5,not worth the price,2025-03-20
R01396,C0465,P0062,5, Very good quality ,2023-07-11
R01397,C0109,P0018,4,product is okay,2023-01-08
R01398,C0099,P0095,4,AMAZING PRODUCT,2023-09-01
R01399,C0045,P0069,5,AVERAGE QUALITY,2025-03-29
R01400,C0187,P0007,4,TERRIBLE EXPERIENCE,2025-04-21
R01401,C0222,P0075,5, Will buy again ,2025-11-07
R01402,C0464,P0009,4,Not worth the price,2025-07-27
R01403,C0446,P0054,5,product is okay,2025-01-08
R01404,C0317,P0097,4,amazing product,2023-06-04
R01405,C0306,P0049,5, Not worth the price ,2025-06-25
R01406,C0380,P0024,4,bad product,
R01407,C0157,P0074,4,Will buy again,2024-12-12
R01408,C0434,P0038,5,Excellent,2025-07-11
R01409,C0378,P0035,5,EXCELLENT,2024-05-30
R01410,C0152,P0078,5, Very good quality ,2025-05-06
R01411,C0102,P0016,3,I love this product,2025-08-16
R01412,C0140,P0091,4, Average quality ,2023-10-30
R01413,C0051,P0024,3,product is okay,2024-09-09
R01414,C0331,P0014,3,terrible experience,2025-09-09
R01415,C0263,P0012,3,product is okay,2023-02-27
R01416,C0132,P0057,5,Excellent,2023-08-01
R01417,C0052,P0005,4,PRODUCT IS OKAY,2023-12-28
R01418,C0188,P0070,5,EXCELLENT,2024-10-31
R01419,C0377,P0027,1,EXCELLENT,2023-12-11
R01420,,P0039,4,FAST DELIVERY,2024-02-29
R01421,C0166,P0012,5,excellent,2024-10-12
R01422,C0375,P0026,5, product is okay ,2024-08-26
R01423,C0034,P0090,5, I love this product ,2023-06-09
R01424,C0494,P0081,5, Very good quality ,2025-02-18
R01425,C0413,P0026,3,terrible experience,2024-12-14
R01426,C0322,P0011,3, Will buy again ,2025-01-04
R01427,C0444,P0028,5,Excellent,2025-11-02
R01428,C0086,P0042,5,average quality,09/08/2023
R01429,C0211,P0070,4,amazing product,2023-10-16
R01430,C0076,P0005,5,NOT WORTH THE PRICE,2023-09-30
R01431,C0331,P0076,4, Will buy again ,2024-06-05
R01432,C0283,P0089,4,GOOD PRODUCT,2023-12-22
R01433,C0477,P0039,5,Fast delivery,2025-08-01
R01434,C0286,P0054,2,amazing product,2023-07-24
R01435,C0340,P0083,5,Poor packaging,2023-06-24
R01436,C0091,P0048,4, Average quality ,2024-02-05
R01437,C0155,P0042,2,Excellent,2025-05-06
R01438,C0103,P0028,4,POOR PACKAGING,2025-06-07
R01439,C0115,P0054,2,I love this product,2024-08-18
R01440,C0042,P0056,5, Very good quality ,2025-05-29
R01441,C0164,P0035,5, Excellent ,2024-04-08
R01442,C0011,P0062,4, Terrible experience ,2024-04-30
R01443,C0041,P0017,4, I love this product ,15/06/2024
R01444,C0214,P0078,4,terrible experience,2025-02-06
R01445,C0412,P0010,5,Bad product,2023-08-10
R01446,C0271,P0099,4,Amazing product,2024-09-11
R01447,C0340,P0088,5,NOT WORTH THE PRICE,2025-07-12
R01448,C0305,P0055,3, I love this product ,2023-10-16
R01449,C0140,P0012,5,POOR PACKAGING,2025-05-30
R01450,C0101,P0009,3, Amazing product ,2023-08-05
R01451,C0456,P0057,5,Poor packaging,2025-07-15
R01452,C0354,P0072,4,not worth the price,2024-06-12
R01453,C0133,P0002,4,terrible experience,2023-08-28
R01454,C0074,P0082,5,Fast delivery,2024-12-06
R01455,C0062,P0058,3,Fast delivery,2024-10-30
R01456,C0134,P0051,5,Very good quality,2025-06-08
R01457,C0362,P0030,2,poor packaging,2024-07-10
R01458,C0309,P0060,1,BAD PRODUCT,2025-02-14
R01459,C0145,P0045,4,I love this product,2025-05-06
R01460,C0324,P0008,5,AMAZING PRODUCT,2024-08-25
R01461,C0067,P0046,2,PRODUCT IS OKAY,2023-05-07
R01462,C0201,P0026,5,Not worth the price,2023-04-26
R01463,C0170,P0083,3, Fast delivery ,2023-11-25
R01464,C0268,P0024,10,EXCELLENT,2023-08-26
R01465,C0077,P0080,5, Amazing product ,2025-05-25
R01466,C0111,P0040,4,excellent,2025-01-05
R01467,C0350,P0086,4, Fast delivery ,2023-08-10
R01468,C0238,P0100,5,i love this product,18/04/2025
R01469,C0186,P0066,3,NOT WORTH THE PRICE,2023-10-31
R01470,C0365,P0083,3,will buy again,2024-07-06
R01471,C0355,P0053,3,excellent,2025-05-12
R01472,C0258,P0064,10,very good quality,2023-06-07
R01473,C0060,P0056,4, Fast delivery ,2024-03-10
R01474,C0176,P0077,5,Terrible experience,2024-11-12
R01475,C0100,P0078,4,average quality,2025-01-26
R01476,C0218,P0086,5, Amazing product ,2025-12-03
R01477,C0258,P0100,5, product is okay ,2023-09-21
R01478,C0276,P0053,5, Excellent ,2023-05-06
R01479,C0375,P0060,5, Will buy again ,2023-11-05
R01480,C0167,P0089,4,PRODUCT IS OKAY,2024-07-20
R01481,C0298,P0027,2,WILL BUY AGAIN,2024-09-04
R01482,C0044,P0040,5,amazing product,2023-09-01
R01483,C0467,P0010,3,Fast delivery,2024-05-31
