order_id,customer_id,product_id,order_date,quantity,discount,payment_method,order_status
O02192,C0461,P0029,2023-11-09,1,0.2,Bank Transfer,cancelled
O02193,C0179,P0024,02/08/2025,2,0.25,Cash,Pending
O02194,,P0091,2023-02-10,1,0.15,EASYPAISA,pending
O02195,C0049,P0084,2023-03-30,1,0.25,COD,Returned
O02196,C0423,P0075,2023-12-09,1,0.2,bank transfer,Completed
O02197,C0439,P0084,2024-06-29,1,0.0,BANK TRANSFER,Cancelled
O02198,C0240,P0078,2025-06-29,5,0.0,easypaisa,completed
O02199,C0181,P0076,2025-05-08,2,0.2,Cod,Cancelled
O02200,C0278,P0089,2024-09-04,1,0.15,Card,Completed
O02201,C0367,P0094,2023-11-05,2,0.15,JAZZCASH,Pending
O02202,C0274,P0050,2023-12-16,2,0.1,Bank Transfer,Completed
O02203,C0071,P0042,2025-07-06,1,0.2,Bank Transfer,CANCELLED
O02204,C0176,P0042,2024-04-02,2,0.25,EASYPAISA,completed
O02205,C0392,P0057,2024-09-02,3,0.2,Bank Transfer,COMPLETED
O02206,C0228,P0035,2025-08-31,1,0.2,Easypaisa,Pending
O02207,C0303,P0039,2023-05-09,2,0.2,bank transfer,pending
O02208,C0249,P0003,2023-01-08,2,0.2,Easypaisa,returned
O02209,C0352,P0088,2025-10-16,1,0.1,COD,returned
O02210,C0208,P0036,2023-06-04,5,0.05,Bank Transfer,returned
O02211,C0058,P0053,2025-08-04,1,0.3,Easypaisa,Returned
O02212,C0106,P0052,2025-12-28,1,0.15,JAZZCASH,COMPLETED
O02213,C0136,P0038,2024-10-09,1,0.2,Card,Pending
O02214,C0449,P0002,10-31-2024,5,0.0,cash,Cancelled
O02215,C0205,P0018,07-28-2025,1,0.15,Jazzcash,Completed
O02216,C0010,P0070,2024-01-02,1,0.3,jazzcash,Returned
O02217,C0267,P0014,2024-03-29,1,0.2,Bank Transfer,Cancelled
O02218,C0448,P0086,2023-03-26,1,0.1,cod,CANCELLED
O02219,C0317,P0077,2025-08-28,1,0.3,cod,Completed
O02220,C0284,P0045,2025-05-01,10,0.05,Cash,cancelled
O02221,C0474,P0058,2025-01-28,4,0.0,cash,cancelled
O02222,C0024,P0087,2024-12-07,2,0.3,COD,Pending
O02223,C0053,P0076,2024-12-29,2,0.0,Jazzcash,pending
O02224,C0150,P0013,2024-06-18,2,0.05,EasyPaisa,Returned
O02225,C0222,P0058,2023-04-17,1,0.15,cod,Completed
O02226,C0335,P0016,2025-12-23,1,0.15,COD,completed
O02227,C0016,P0015,2024-02-22,1,0.25,Cash,COMPLETED
O02228,C0119,P0035,2024-08-28,1,0.1,Card,completed
O02229,C0202,P0062,2024-07-15,2,0.15,bank transfer,Pending
O02230,C0420,P0048,04/12/2023,1,0.0,EasyPaisa,Cancelled
O02231,C0404,P0100,2023-09-16,1,0.1,bank transfer,PENDING
O02232,C0447,P0062,2023-10-08,1,0.15,card,CANCELLED
O02233,C0481,P0024,2023-09-13,2,0.1,Card,cancelled
O02234,C0478,P0082,2024-08-26,1,0.0,JazzCash,Pending
O02235,C0158,P0062,2025-03-07,1,0.1,COD,Returned
O02236,C0191,P0077,2024-04-01,2,0.1,Card,COMPLETED
O02237,C0435,P0030,2025-12-30,1,0.0,EASYPAISA,Completed
O02238,C0497,P0018,2024-08-11,1,0.1,Card,completed
O02239,C0086,P0090,2023-04-26,1,0.05,EASYPAISA,CANCELLED
O02240,C0338,P0024,2023-07-07,4,0.0,cod,Pending
O02241,C0122,P0100,2023-10-21,2,0.15,easypaisa,CANCELLED
O02242,C0218,P0099,2024-07-08,1,0.2,COD,Cancelled
O02243,C0317,P0045,2024-10-19,2,0.1,bank transfer,Returned
O02244,C0088,P0024,17-Sep-2024,1,0.3,JAZZCASH,Cancelled
O02245,C0365,P0041,2023-07-27,1,0.2,Jazzcash,Pending
O02246,C0189,P0079,2023-06-22,1,0.0,Jazzcash,Completed
O02247,C0271,P0082,2023-04-07,1,0.2,Cash,Returned
O02248,C0230,P0059,2024-09-21,1,0.05,JazzCash,cancelled
O02249,C0183,P0099,2023-10-17,1,0.3,Bank Transfer,returned
O02250,C0058,P0060,2023-09-01,1,0.1,COD,Pending
O02251,C0103,P0034,2024-08-15,3,0.2,Card,COMPLETED
O02252,C0171,P0030,2025-09-27,1,0.0,card,Cancelled
O02253,C0064,P0068,2024-03-21,1,0.3,Cash,CANCELLED
O02254,C0123,P0083,2025-12-03,4,0.05,EasyPaisa,Completed
O02255,C0263,P0061,2025-11-02,1,0.05,bank transfer,Completed
O02256,C0181,P0023,2025-09-09,1,0.05,Cash,returned
O02257,C0424,P0072,2025-06-09,1,0.25,cash,Returned
O02258,C0093,P0016,2025-06-30,2,0.15,JAZZCASH,cancelled
O02259,C0475,P0042,2024-04-08,1,0.3,Bank Transfer,completed
O02260,C0052,P0066,2023-08-08,1,0.25,easypaisa,CANCELLED
O02261,C0150,P0036,2025-02-20,1,0.25,Easypaisa,Pending
O02262,C0381,P0049,2023-11-29,2,0.15,BANK TRANSFER,completed
O02263,C0159,P0029,2024-03-05,3,0.05,bank transfer,returned
O02264,C0455,P0049,2025-05-30,1,0.1,cash,COMPLETED
O02265,C0354,P0005,2023-08-18,1,0.2,BANK TRANSFER,Returned
O02266,C0246,P0030,2023-02-04,1,0.05,Cod,returned
O02267,C0084,P0013,2023-06-24,1,0.15,COD,Returned
O02268,C0464,P0037,2023-12-15,2,0.15,Jazzcash,Returned
O02269,C0318,P0097,2025-07-26,2,0.15,Card,returned
O02270,C0422,P0100,2025-10-01,1,0.25,Bank Transfer,RETURNED
O02271,,P0067,2023-09-16,4,0.25,Cash,Completed
O02272,C0092,P0019,2023-05-27,1,0.2,EasyPaisa,Completed
O02273,C0420,P0018,2024-09-04,1,0.05,Cod,pending
O02274,C0461,P0011,2025-08-04,1,0.1,Bank Transfer,Returned
O02275,C0469,P0034,2024-11-04,3,0.3,JazzCash,Cancelled
O02276,C0218,P0064,11-24-2023,1,0.15,Bank Transfer,COMPLETED
O02277,C0043,P0024,2024/03/21,2,0.05,BANK TRANSFER,Returned
O02278,C0386,P0056,2023-08-22,2,0.2,Card,Pending
O02279,C0428,P0069,2023-06-13,1,0.1,Bank Transfer,COMPLETED
O02280,C0455,P0003,2023-12-08,3,0.15,EASYPAISA,Completed
O02281,C0190,P0041,2023-10-30,2,0.15,easypaisa,Cancelled
O02282,C0114,P0048,2023-07-03,2,0.25,jazzcash,Completed
O02283,C0387,P0093,2025-08-09,5,0.0,Cod,Returned
O02284,C0100,P0017,2025-03-19,1,0.25,Cash,completed
O02285,C0295,P0031,2023-06-13,1,0.3,Bank Transfer,Cancelled
O02286,C0437,P0074,2025-08-29,1,0.25,JAZZCASH,Returned
O02287,C0063,P0032,2025-05-23,1,0.0,COD,Returned
O02288,C0424,P0069,2023-07-26,3,0.25,Cash,COMPLETED
O02289,C0146,P0042,2023-05-05,3,0.1,CARD,pending
O02290,C0106,P0052,2023-05-23,4,0.25,BANK TRANSFER,Pending
O02291,C0106,P0049,2025-04-03,1,0.15,cash,Cancelled
O02292,C0354,P0045,2025-11-09,2,0.15,Bank Transfer,Cancelled
O02293,C0108,P0046,2024-05-10,2,0.0,Cod,COMPLETED
O02294,C0321,P0043,2024-10-20,5,0.3,EasyPaisa,Completed
O02295,C0188,P0082,2024-08-20,1,0.05,Cash,returned
O02296,C0441,P0050,2025-02-08,1,0.15,bank transfer,Cancelled
O02297,C0183,P0045,2023-08-25,1,0.1,Card,Pending
O02298,C0490,P0087,2023-03-29,2,0.3,Bank Transfer,Cancelled
O02299,C0242,P0063,2024-01-08,1,0.3,card,pending
O02300,C0393,P0084,2025-02-13,1,0.1,Card,Returned
O02301,C0091,P0067,2023-06-18,1,0.1,JAZZCASH,COMPLETED
O02302,C0419,P0091,2025-04-24,1,0.0,Bank Transfer,Pending
O02303,C0491,P0042,2024-02-24,1,0.3,Cod,Returned
O02304,C0210,P0034,2023-03-29,5,0.0,CASH,cancelled
O02305,C0343,P0072,2023-01-03,1,0.05,Cash,Returned
O02306,C0074,P0063,2025-05-09,1,0.05,BANK TRANSFER,completed
O02307,C0135,P0082,2024-06-14,2,0.15,CASH,Cancelled
O02308,C0304,P0041,2024-03-08,4,0.2,EASYPAISA,Completed
O02309,C0215,P0064,2025-04-03,1,0.3,Cod,Completed
O02310,C0292,P0023,2023-12-21,1,0.3,Jazzcash,PENDING
O02311,C0392,P0035,2024-10-17,2,0.1,Cash,cancelled
O02312,C0426,P0099,2024-11-04,1,0.15,card,Pending
O02313,C0064,P0059,2024-06-28,3,0.0,COD,pending
O02314,C0413,P0071,2023-09-03,2,0.3,Easypaisa,Returned
O02315,C0398,P0093,2023-03-13,1,0.05,BANK TRANSFER,completed
O02316,C0260,P0064,2024-02-25,1,0.15,COD,Returned
O02317,C0493,P0066,2024-03-31,2,0.05,EASYPAISA,Returned
O02318,C0390,P0061,2025-07-09,1,0.1,cash,CANCELLED
O02319,C0368,P0002,2023-01-26,2,0.0,Jazzcash,Cancelled
O02320,C0263,P0082,2025-05-08,5,0.05,BANK TRANSFER,cancelled
O02321,C0203,P0018,2024-12-15,1,0.05,cash,Returned
O02322,C0035,P0084,2023-12-15,3,0.05,Cash,Completed
O02323,C0371,P0084,2024-12-30,1,0.05,CASH,Returned
O02324,C0389,P0036,2023-05-16,1,0.25,COD,Pending
O02325,C0354,P0076,2024-07-11,1,0.05,Card,returned
O02326,C0191,P0100,2024-05-06,3,0.25,cash,COMPLETED
O02327,C0319,P0062,2024-09-25,1,0.25,Card,Cancelled
O02328,C0385,,2025-08-11,1,0.25,cod,PENDING
O02329,C0078,P0096,2025-03-09,-5,0.3,BANK TRANSFER,PENDING
O02330,C0105,P0024,2023-12-30,1,0.15,jazzcash,Cancelled
O02331,C0095,P0038,2023-01-29,1,0.25,COD,cancelled
O02332,C0089,P0054,2023-07-24,1,0.3,bank transfer,Completed
O02333,C0019,P0025,2024-09-17,1,0.15,cash,pending
O02334,C0111,P0007,2025-08-30,1,0.2,easypaisa,pending
O02335,C0356,P0084,2023-12-14,1,0.05,cash,Completed
O02336,C0305,P0043,2024-04-29,1,0.3,easypaisa,cancelled
O02337,C0036,P0074,2025-01-08,1,0.2,Bank Transfer,Completed
O02338,C0006,P0044,2025-08-10,1,0.1,CASH,COMPLETED
O02339,C0050,P0064,2024-05-13,1,0.3,Bank Transfer,completed
O02340,C0014,P0060,2024-03-18,2,0.0,Card,completed
O02341,C0336,P0058,2023-12-18,1,0.0,Card,pending
O02342,C0290,P0006,2025-11-09,1,0.0,COD,pending
O02343,C0254,P0019,2024-01-16,1,0.3,jazzcash,returned
O02344,C0446,P0091,2024-07-26,2,0.3,cash,Pending
O02345,C0057,P0073,2023-12-09,1,0.0,EasyPaisa,completed
O02346,C0233,P0033,2024-09-19,1,0.0,CARD,CANCELLED
O02347,C0389,P0039,2024-08-23,3,0.05,CARD,RETURNED
O02348,C0074,P0012,2025-03-24,1,0.1,CARD,Cancelled
O02349,C0467,P0076,2024-07-06,2,0.05,COD,Completed
O02350,C0299,P0035,2024-09-16,2,0.15,Easypaisa,CANCELLED
O02351,C9999,P0079,2023-02-16,1,0.05,Easypaisa,returned
O02352,C0162,P0013,2024-04-05,4,0.15,Easypaisa,COMPLETED
O02353,C0334,P0060,2024-09-06,2,0.0,COD,Cancelled
O02354,C0139,P0045,2025-01-05,2,0.1,CASH,PENDING
O02355,C0019,P0017,2023-08-05,1,0.25,CASH,RETURNED
O02356,C0490,P0069,2023-07-06,1,0.15,Bank Transfer,pending
O02357,C0388,P0090,2024-08-07,2,0.3,Bank Transfer,Pending
O02358,C0131,P0062,2025-05-26,2,0.2,Cod,Pending
O02359,C0065,P0028,2025-08-07,1,0.0,Cash,RETURNED
O02360,C0160,P0059,2024-06-14,1,0.25,Card,PENDING
O02361,C0421,P0085,2023-07-01,5,0.0,BANK TRANSFER,COMPLETED
O02362,C0252,P0038,2023-09-25,1,0.1,CASH,Completed
O02363,C0207,P0074,2025-12-19,4,0.3,Card,Pending
O02364,C0312,P0094,2023-09-19,3,0.3,jazzcash,Cancelled
O02365,C0143,P0070,2024-07-04,1,0.1,EasyPaisa,Completed
O02366,C0259,P0021,2023-08-29,1,0.2,EasyPaisa,returned
O02367,C0141,P0056,2024-01-19,1,0.3,Cash,CANCELLED
O02368,C0034,P0022,2024-02-13,2,0.15,COD,Cancelled
O02369,C0444,P0002,2025-01-05,4,0.0,CARD,cancelled
O02370,C0002,P0008,2023-02-12,1,0.2,Easypaisa,Cancelled
O02371,C0407,P0038,2025-04-05,1,0.2,Cash,Completed
O02372,C0002,P0067,2025-12-03,2,0.3,Bank Transfer,completed
O02373,C0063,P0033,2023-09-01,1,0.0,Cash,Completed
O02374,C0197,P0073,2023-11-08,3,0.05,Cod,PENDING
O02375,C0104,P0059,2025-12-25,4,0.2,COD,PENDING
O02376,C0379,P0092,2023-04-02,1,0.2,Cod,RETURNED
O02377,C0154,P0070,2023-06-18,4,0.3,Bank Transfer,Pending
O02378,C0246,P0034,2025-03-06,1,0.0,Cash,RETURNED
O02379,C0351,P0029,2024-05-25,1,0.0,Cod,CANCELLED
O02380,C0488,P0058,2023-06-18,4,0.2,CASH,returned
O02381,C0048,P0085,2025-01-26,2,0.1,Bank Transfer,Cancelled
O02382,C0389,P0074,2024-09-24,1,0.0,Card,RETURNED
O02383,C0413,P0086,2023-01-25,1,0.05,JazzCash,Cancelled
O02384,C0143,P0053,2025-04-21,1,0.1,EASYPAISA,Returned
O02385,C0146,P0075,2024-07-13,3,0.15,easypaisa,Cancelled
O02386,C0367,P0007,2023-07-15,1,0.05,JazzCash,Completed
O02387,C0415,P0018,2023-07-07,2,0.05,CARD,Cancelled
O02388,C0263,P0058,2024-08-14,5,0.05,easypaisa,Cancelled
O02389,C0018,P0068,2024-12-10,0,0.0,Easypaisa,returned
O02390,C0353,P0042,2023-10-06,1,0.3,JAZZCASH,Cancelled
O02391,C0211,P0040,2023-11-24,5,0.05,JAZZCASH,Pending
O02392,C0009,P0002,2024-08-26,1,0.2,CASH,cancelled
O02393,C0283,P0090,2024-11-10,1,0.0,cod,Pending
O02394,C0481,P0009,2023-12-28,2,0.1,JazzCash,Completed
O02395,C0147,P0086,2025-03-25,1,0.0,Cash,pending
O02396,C0309,P0023,2024-03-24,1,0.15,EASYPAISA,COMPLETED
O02397,C0028,P0011,2023-09-19,2,0.2,Card,Pending
O02398,C0045,P0004,2023-07-03,2,0.25,CARD,CANCELLED
O02399,C0463,P0017,2025-05-24,1,0.0,Card,completed
O02400,C0336,P0034,2025-12-26,2,0.0,easypaisa,pending
O02401,C0223,P0097,2024-10-27,1,0.3,Cod,returned
O02402,C0160,P0049,2023-04-05,5,0.1,cod,Cancelled
O02403,C0458,P0019,2025-06-19,1,0.05,Cod,RETURNED
O02404,C0197,P0004,2023-08-08,2,0.1,CARD,Completed
O02405,C0188,P0064,2024-02-24,5,0.1,EASYPAISA,Cancelled
O02406,C0133,P0031,2024-12-17,2,0.15,CASH,PENDING
O02407,C0210,P0069,2023-12-13,1,0.1,cash,Cancelled
O02408,C0423,P0059,2024-01-11,1,0.0,bank transfer,Pending
O02409,C0434,P0054,2025-03-04,4,0.25,EasyPaisa,Cancelled
O02410,C0439,P0017,2024-07-19,10,0.2,Easypaisa,Pending
O02411,C0437,P0070,2025-06-24,1,0.3,JazzCash,RETURNED
O02412,C0243,P0060,2023-06-14,2,0.2,CASH,Cancelled
O02413,C0186,P0002,2023-03-16,1,0.0,Bank Transfer,Returned
O02414,C0257,P0073,2025-09-16,20,0.05,Card,Cancelled
O02415,C0161,P0035,2024-03-05,1,0.1,cod,pending
O02416,C0450,P0095,2025-02-13,1,0.0,Card,completed
O02417,C0173,P0082,2025-06-05,3,0.2,cod,RETURNED
O02418,C0084,P0046,2024-06-09,2,0.05,Cash,pending
O02419,C0338,P0089,2024-07-20,3,0.25,CASH,Completed
O02420,C0052,P0086,2025-10-06,2,0.2,Bank Transfer,Completed
O02421,C0272,P0019,2025-08-07,1,0.3,COD,pending
O02422,C0120,P0040,2024-04-06,1,0.2,Jazzcash,cancelled
O02423,C0371,P0009,2025-12-17,1,0.2,Easypaisa,Completed
O02424,C0208,P0052,2024-06-15,100,0.0,jazzcash,Completed
O02425,C0419,P0013,2023-03-31,1,0.05,JAZZCASH,returned
O02426,C0101,P0085,2024-07-25,1,0.25,Card,Cancelled
O02427,C0442,P0004,2023-08-31,2,0.0,Jazzcash,Pending
O02428,C0003,P0031,2025-10-14,1,0.25,cod,PENDING
O02429,C0028,P0008,2024-02-19,1,0.25,Card,completed
O02430,C0305,P0058,2023-04-12,1,0.3,jazzcash,Completed
O02431,C0481,P0002,2024-03-05,1,0.15,cash,Cancelled
O02432,C0055,P0097,2025-10-13,2,0.2,EasyPaisa,pending
O02433,C0024,P0100,2023-08-03,3,0.3,EASYPAISA,cancelled
O02434,C0390,P0046,2023-04-15,2,0.1,cash,Returned
O02435,C0433,P0082,2025-08-13,3,0.1,JazzCash,Completed
O02436,C0322,P0016,2023-06-07,1,0.15,jazzcash,Cancelled
O02437,C0173,P0068,2023-12-06,2,0.0,EasyPaisa,CANCELLED
O02438,C0286,P0068,2025-06-27,1,0.0,easypaisa,Cancelled
O02439,C0400,P0060,2023-04-26,2,0.15,cash,pending
O02440,C0055,P0055,2023-02-26,2,0.2,cash,pending
O02441,C0500,P0020,2023-09-23,3,0.25,Bank Transfer,Pending
O02442,C0129,P0062,2025-10-01,2,0.2,Card,Pending
O02443,C0174,P0030,2023-03-24,1,0.15,Bank Transfer,Completed
O02444,C0461,P0001,2024-01-08,2,0.2,Cash,Returned
O02445,C0402,P0046,2025-08-11,3,0.2,CASH,Completed
O02446,C0087,P0084,2024-06-10,2,0.1,Card,Cancelled
O02447,C0110,P0051,2024-01-17,1,0.3,Cash,Pending
O02448,C0300,P0005,,2,0.3,EASYPAISA,RETURNED
O02449,C0434,P0059,2024-06-15,1,0.15,CASH,PENDING
O02450,C0411,P0057,2024-12-31,1,0.2,COD,Completed
O02451,C0126,P0074,2025-01-16,2,0.05,CASH,RETURNED
O02452,C0029,P0095,2023-08-25,3,0.1,Card,Pending
O02453,C0038,P0001,2025-09-10,4,0.05,CARD,RETURNED
O02454,C0024,P0084,2025-12-06,2,0.3,CARD,Returned
O02455,C0435,P0028,2023-08-19,2,0.3,card,CANCELLED
O02456,C0148,P0070,22/08/2024,1,0.05,CASH,Completed
O02457,C0155,P0014,2025-05-20,2,0.3,CASH,Completed
O02458,C0162,P0030,2023-04-06,1,0.1,cash,Pending
O02459,C0244,P0093,2025-01-16,2,0.25,Bank Transfer,Pending
O02460,C0358,P0038,2025-04-07,2,0.05,Card,RETURNED
O02461,C0120,P0040,2023-07-05,1,0.1,CASH,Completed
O02462,C0451,P0098,2024-07-19,4,0.15,JazzCash,Cancelled
O02463,,P0065,2025-05-19,3,0.0,JAZZCASH,pending
O02464,C0127,P0071,2024-11-21,1,0.3,cash,CANCELLED
O02465,C0280,P0099,06/06/2023,4,0.15,Jazzcash,completed
O02466,C0069,P0030,2025-02-01,2,0.15,Bank Transfer,Completed
O02467,C0175,P0047,2024-06-15,1,0.3,COD,completed
O02468,C0391,P0086,2025-08-03,1,0.25,EASYPAISA,COMPLETED
O02469,C0079,P0038,2024-08-22,1,0.25,Jazzcash,RETURNED
O02470,C0217,P0099,2025-08-05,1,0.0,jazzcash,Completed
O02471,C0227,P0014,2023-02-25,1,0.0,BANK TRANSFER,Pending
O02472,C0063,P0047,2025-02-25,3,0.3,COD,Pending
O02473,C0273,P0083,2024-04-15,1,0.25,Cash,cancelled
O02474,C0051,P0063,2024-10-13,1,0.05,bank transfer,COMPLETED
O02475,C0398,P0024,2025-06-24,1,0.0,Jazzcash,returned
O02476,C0362,P0059,2024-01-06,1,0.05,Bank Transfer,CANCELLED
O02477,C0171,P0034,2025-03-18,2,0.15,card,Pending
O02478,C0096,P0072,2025-11-23,3,0.0,EASYPAISA,pending
O02479,C0220,P0033,2023-10-06,1,0.25,EASYPAISA,Cancelled
O02480,C0074,P0062,2023-05-19,3,0.25,Card,returned
O02481,C0107,P0094,2025-04-01,1,0.25,Card,returned
O02482,C0310,P0017,2024-03-22,3,0.15,Cod,Pending
O02483,C0311,P0007,2025-04-12,3,0.25,cash,Returned
O02484,C0265,P0067,2025-03-16,2,0.05,card,Completed
O02485,C0356,P0043,2025-01-28,2,0.1,CASH,Returned
O02486,C0404,P0004,2025-12-10,4,0.2,Card,Pending
O02487,C0103,P0074,2025-05-06,2,0.1,BANK TRANSFER,Pending
O02488,C0220,P0033,2023-01-19,1,0.25,COD,RETURNED
O02489,C0211,P0058,2023-04-29,2,0.2,Bank Transfer,Pending
O02490,C0256,P0091,2024-11-25,1,0.05,easypaisa,Completed
O02491,C0301,P0091,2023-02-26,1,0.3,BANK TRANSFER,returned
O02492,C0076,P0024,03-Sep-2025,1,0.15,Cod,CANCELLED
O02493,C0234,P0094,2024-02-27,1,0.25,Card,cancelled
O02494,C0484,P0083,2023-10-29,1,0.0,Cash,pending
O02495,C0426,P0048,2025-09-30,1,0.0,EasyPaisa,COMPLETED
O02496,C0217,P0022,2023-04-28,2,0.05,Bank Transfer,Returned
O02497,C0059,P0037,2024-07-03,3,0.15,bank transfer,Cancelled
O02498,C0017,P0048,2023-12-26,4,0.3,EASYPAISA,Completed
O02499,C0107,P0075,2024-01-02,1,0.05,Cod,PENDING
O02500,C0493,P0073,2023-01-29,1,0.1,CARD,Pending
O02501,C0138,P0064,2023-06-08,1,0.2,Cash,COMPLETED
O02502,C0231,P0060,2023-02-09,4,0.3,Cash,Pending
O02503,C0474,P0025,2025-07-01,3,0.0,jazzcash,COMPLETED
O02504,C0482,P0005,2024-08-19,2,0.05,card,Pending
O02505,C0428,P0059,2024-01-11,1,0.1,Easypaisa,Cancelled
O02506,C0437,P0015,2025-06-21,1,0.1,EASYPAISA,Pending
O02507,C0124,P0072,2023-01-11,1,0.2,cash,PENDING
O02508,C0388,P0042,2024-06-16,1,0.1,Bank Transfer,returned
O02509,C0056,P0090,2024-03-24,2,0.05,CARD,pending
O02510,C0359,P0021,2025-10-07,1,0.3,Cash,cancelled
O02511,C0459,P0074,2023-08-30,3,0.05,Jazzcash,Completed
O02512,C0153,P0099,2025-05-29,1,0.3,Easypaisa,Pending
O02513,C0232,P0051,2024-11-09,3,0.15,card,RETURNED
O02514,C0183,P0027,2025-09-28,1,0.25,Cod,returned
O02515,C0012,P0058,2023-01-02,1,0.2,Easypaisa,Returned
O02516,C0418,P0001,2025-05-07,2,0.1,EasyPaisa,Completed
O02517,C0087,P0006,2023-01-21,2,0.0,Bank Transfer,CANCELLED
O02518,C0305,P0006,2023-12-06,1,0.0,JazzCash,Returned
O02519,C0452,P0031,2023-03-08,1,0.2,bank transfer,Completed
O02520,C0300,P0029,2023-12-22,3,0.1,Card,Cancelled
O02521,C0106,P0023,2023-01-14,5,0.05,,completed
O02522,C0021,P0020,2025-02-05,4,0.3,JazzCash,Returned
O02523,C0437,P0008,2023-08-21,2,0.25,CARD,Returned
O02524,C0146,P0043,2023-03-10,1,0.15,bank transfer,Returned
O02525,C0356,P0027,2024-02-01,2,0.05,Card,CANCELLED
O02526,C0151,P0032,2025-03-18,4,0.2,easypaisa,Cancelled
O02527,C0004,P0069,2023-02-24,1,0.25,Cod,Cancelled
O02528,C0063,P0017,2024-07-05,2,1.5,card,Completed
O02529,C0228,P0100,2024-11-13,2,0.15,JazzCash,CANCELLED
O02530,C0488,P0008,2023-08-30,1,0.15,easypaisa,cancelled
O02531,C0039,P0062,2025-07-30,1,0.1,JazzCash,CANCELLED
O02532,C0034,P0002,2025-02-25,1,0.3,JAZZCASH,Completed
O02533,C0290,P0027,2025-07-06,1,0.3,Cash,cancelled
O02534,C0093,P0051,2025-07-03,1,0.05,Cash,PENDING
O02535,C0191,P0030,2025-03-31,1,0.15,JAZZCASH,PENDING
O02536,C0164,P0020,2025-11-07,2,0.15,JAZZCASH,PENDING
O02537,C0053,P0019,2023-02-22,3,0.15,Cash,PENDING
O02538,C0415,P0099,2024-04-13,1,0.2,bank transfer,Cancelled
O02539,C0338,P0095,2025-12-27,4,0.1,CARD,Returned
O02540,C0032,P0025,2023-12-07,2,0.0,JAZZCASH,cancelled
O02541,C0441,P0043,2024-12-27,1,0.0,Jazzcash,Cancelled
O02542,C0369,P0099,2023-10-13,1,0.25,cash,returned
O02543,C0122,P0086,2023-04-12,1,0.15,easypaisa,Pending
O02544,C0327,P0018,18-Jun-2024,1,0.05,JazzCash,Returned
O02545,C0441,P0017,2023-11-11,5,0.2,Bank Transfer,Cancelled
O02546,C0363,P0033,2024-10-20,2,0.2,Cash,CANCELLED
O02547,C0377,P0001,2024-09-11,2,0.15,EASYPAISA,Completed
O02548,C0221,P0064,2025-02-21,3,0.05,Card,Cancelled
O02549,C0388,P0022,2025-05-30,1,0.1,Bank Transfer,Completed
O02550,C0085,P0044,2025-08-14,2,0.25,jazzcash,Pending
O02551,C0141,P0008,2025-11-30,1,0.2,jazzcash,CANCELLED
O02552,C0425,P0095,2023-12-18,5,0.1,cod,PENDING
O02553,C0364,P0062,2023-10-04,1,0.05,CASH,RETURNED
O02554,C0204,P0062,2023-09-14,2,0.3,Card,Returned
O02555,C0157,P0028,2024-10-15,2,0.0,bank transfer,PENDING
O02556,C0087,P0072,2023-11-22,1,0.3,JAZZCASH,Completed
O02557,C0387,P0014,2025-12-28,1,0.25,cod,Pending
O02558,C0087,P0097,2024-09-06,1,0.2,easypaisa,cancelled
O02559,C0302,P0098,2024-05-30,3,0.25,Cash,COMPLETED
O02560,C0436,P0022,2023-11-29,1,0.1,cash,Returned
O02561,C0292,P0074,2023-12-25,2,0.3,CASH,Pending
O02562,C0202,P0022,2025-06-27,1,0.15,easypaisa,Completed
O02563,C0135,P0044,2023-04-18,5,0.1,EasyPaisa,Cancelled
O02564,C0095,P0009,2025-09-04,3,0.25,CASH,Completed
O02565,C0368,P0030,2023-06-03,1,0.3,Cash,Cancelled
O02566,C0126,P0048,2024-02-16,1,0.05,card,Cancelled
O02567,C0153,P0060,2023-07-11,1,0.2,Card,Pending
O02568,C0437,P0001,2023-04-06,1,0.0,Bank Transfer,Cancelled
O02569,C0237,P0063,2023-03-18,1,0.1,EASYPAISA,Completed
O02570,C0473,,2025-05-06,3,0.0,EASYPAISA,pending
O02571,C0446,P0017,2025-03-11,1,0.25,BANK TRANSFER,Returned
O02572,C0006,P0002,2024-10-28,1,0.05,Card,Returned
O02573,C0217,P0012,2025-06-29,3,0.25,CARD,Cancelled
O02574,C0345,P0015,2024-02-26,10,0.05,easypaisa,completed
O02575,C0007,P0083,2024-06-14,1,0.0,EasyPaisa,Returned
O02576,C0071,P0026,2023-07-23,1,0.1,jazzcash,completed
O02577,C0469,P0096,2024-02-07,1,0.15,EASYPAISA,pending
O02578,C0268,P0047,2025-09-03,5,0.3,CASH,Pending
O02579,C0440,P0089,2024-03-02,2,0.2,jazzcash,Cancelled
O02580,C0320,P0006,2024-07-22,3,0.3,CASH,Pending
O02581,C0168,P0044,2023-07-24,1,0.15,Cash,completed
O02582,C0428,P0064,2024-01-22,1,0.25,Card,Completed
O02583,C0452,P0022,2024-08-10,2,0.15,JAZZCASH,returned
O02584,C0396,P0035,2023-06-09,2,0.05,CARD,RETURNED
O02585,C0177,P0055,2024-11-17,2,0.2,EasyPaisa,Returned
O02586,C0230,P0073,23-Jan-2023,1,0.3,jazzcash,Returned
O02587,C0382,,2025-02-14,3,0.05,easypaisa,COMPLETED
O02588,C0144,P0089,2025-08-15,1,0.2,easypaisa,Returned
O02589,C0033,P0084,2023-01-25,5,0.0,Bank Transfer,RETURNED
O02590,C0117,P0065,2024-11-21,2,0.1,Easypaisa,Returned
